order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,order_channel,promo_code,order_status
ORD001492,2025-01-10,CUST00773,PROD0168,4,7500,0.1304,UPI,Mobile App,SAVE20,Delivered
ORD001493,2025-12-29,CUST00068,PROD0071,2,7450,0.1207,Credit Card,Website,NONE,Delivered
ORD001494,2025-05-12,CUST00700,PROD0068,1,6550,0.0978,UPI,Mobile App,NONE,Delivered
ORD001495,2025-06-19,CUST00675,PROD0128,1,7900,0.1001,Credit Card,Mobile App,NONE,Delivered
ORD001496,2025-10-19,CUST00693,PROD0140,1,4550,0.2316,COD,Marketplace,APPONLY10,Delivered
ORD001497,2025-06-24,CUST00306,PROD0206,2,4350,0.1175,Credit Card,Marketplace,NONE,Delivered
ORD001498,2025-07-28,CUST00969,PROD0053,1,9650,0.1577,UPI,Website,NONE,Delivered
ORD001499,2025-01-07,CUST00676,PROD0103,1,1000,0.1463,UPI,Mobile App,NONE,Delivered
ORD001500,2025-07-28,CUST00144,PROD0066,1,7000,0.1397,UPI,Website,NONE,Delivered
ORD001501,2025-12-11,CUST00407,PROD0147,1,3000,0.1805,Credit Card,Mobile App,NONE,Delivered
ORD001502,2025-03-31,CUST00689,PROD0285,1,6050,0.1311,Net Banking,Mobile App,NONE,Delivered
ORD001503,2025-03-13,CUST00869,PROD0071,2,7450,0.0743,UPI,Mobile App,BANK5,Delivered
ORD001504,2025-09-03,CUST00483,PROD0207,1,350,0.0696,UPI,Mobile App,NONE,Delivered
ORD001505,2025-12-09,CUST00841,PROD0181,2,1650,0.1144,Credit Card,Mobile App,NONE,Delivered
ORD001506,2025-07-17,CUST00560,PROD0168,2,7500,0.1982,UPI,Mobile App,NONE,Delivered
ORD001507,2025-04-10,CUST00167,PROD0005,1,31400,0.1019,UPI,Website,FESTIVE15,Processing
ORD001508,2025-07-09,CUST00238,PROD0037,1,20250,0.0769,Net Banking,Website,FESTIVE15,Delivered
ORD001509,2025-09-01,CUST00348,PROD0068,1,6550,0.0168,Debit Card,Website,FESTIVE15,Processing
ORD001510,2025-02-02,CUST00236,PROD0135,1,3550,0.0878,UPI,Website,APPONLY10,Delivered
ORD001511,2025-07-22,CUST00749,PROD0124,2,750,0.1078,Credit Card,Website,NONE,Delivered
ORD001512,2025-11-17,CUST00489,PROD0120,1,5900,0.1008,UPI,Website,NONE,Delivered
ORD001513,2025-02-12,CUST00202,PROD0058,2,6200,0.084,UPI,Website,APPONLY10,Delivered
ORD001514,2025-02-22,CUST00040,PROD0087,1,6000,0.0415,Net Banking,Marketplace,NONE,Delivered
ORD001515,2025-07-07,CUST00936,PROD0037,1,20250,0.0968,UPI,Mobile App,APPONLY10,Delivered
ORD001516,2025-08-31,CUST00306,PROD0157,1,3700,0.1136,COD,Mobile App,FESTIVE15,Delivered
ORD001517,2025-04-19,CUST00832,PROD0084,1,9250,0.1254,Debit Card,Marketplace,NONE,Delivered
ORD001518,2025-11-09,CUST00171,PROD0210,4,1300,0.1226,COD,Mobile App,SAVE20,Delivered
ORD001519,2025-08-11,CUST00830,PROD0149,3,3400,0.167,UPI,Website,NONE,Delivered
ORD001520,2025-08-29,CUST00939,PROD0043,1,10000,0.0912,UPI,Website,SAVE20,Delivered
ORD001521,2025-02-24,CUST00894,PROD0155,1,1650,0.1566,Credit Card,Marketplace,BANK5,Delivered
ORD001522,2025-08-14,CUST00899,PROD0125,2,8350,0.127,UPI,Website,BANK5,Delivered
ORD001523,2025-11-07,CUST00336,PROD0155,2,1650,0.182,UPI,Mobile App,NONE,Delivered
ORD001524,2025-06-10,CUST00701,PROD0253,1,6750,0.1446,Debit Card,Mobile App,FESTIVE15,Delivered
ORD001525,2025-08-20,CUST00126,PROD0009,2,10950,0.1241,Net Banking,Website,BANK5,Delivered
ORD001526,2025-07-31,CUST00108,PROD0052,1,11600,0.156,Wallet,Mobile App,NONE,Delivered
ORD001527,2025-06-04,CUST00300,PROD0282,2,11750,0.1903,UPI,Website,BANK5,Delivered
ORD001528,2025-08-29,CUST00278,PROD0156,1,3000,0.1083,Credit Card,Website,NONE,Delivered
ORD001529,2025-03-27,CUST00058,PROD0129,1,2850,0.151,Credit Card,Mobile App,SAVE20,Delivered
ORD001530,2025-06-21,CUST00594,PROD0046,1,29400,0.1197,COD,Website,APPONLY10,Delivered
ORD001531,2025-01-18,CUST00518,PROD0200,2,4300,0.0821,Net Banking,Mobile App,APPONLY10,Delivered
ORD001532,2025-10-15,CUST00047,PROD0115,4,2600,0.1489,UPI,Website,BANK5,Delivered
ORD001533,2025-02-14,CUST00074,PROD0263,2,11850,0.0165,UPI,Website,NONE,Delivered
ORD001534,2025-01-31,CUST00007,PROD0270,1,8700,0.1062,Debit Card,Mobile App,FESTIVE15,Delivered
ORD001535,2025-07-23,CUST00602,PROD0008,1,20150,0.0411,UPI,Mobile App,NONE,Delivered
ORD001536,2025-12-14,CUST00492,PROD0272,4,2550,0.1832,UPI,Mobile App,APPONLY10,Delivered
ORD001537,2025-02-01,CUST00458,PROD0279,1,1450,0.1638,Net Banking,Mobile App,APPONLY10,Delivered
ORD001538,2025-02-25,CUST00725,PROD0174,2,3100,0.1005,COD,Website,NONE,Delivered
ORD001539,2025-03-09,CUST00685,PROD0121,2,5600,0.0871,Credit Card,Website,NONE,Delivered
ORD001540,2025-02-20,CUST00831,PROD0044,1,15700,0.0324,Debit Card,Mobile App,NONE,Delivered
ORD001541,2025-09-04,CUST00396,PROD0106,2,2650,0.1809,Credit Card,Mobile App,NONE,Delivered
ORD001542,2025-08-01,CUST00766,PROD0212,1,2700,0.0859,UPI,Mobile App,NONE,Delivered
ORD001543,2025-12-06,CUST00647,PROD0277,1,11750,0.1678,Credit Card,Marketplace,NONE,Delivered
ORD001544,2025-02-24,CUST00207,PROD0127,1,2350,0.1843,UPI,Mobile App,BANK5,Processing
ORD001545,2025-06-30,CUST00718,PROD0176,2,8150,0.164,Credit Card,Website,APPONLY10,Delivered
ORD001546,2025-09-12,CUST00044,PROD0172,1,6650,0.0925,UPI,Website,NONE,Processing
ORD001547,2025-10-24,CUST00622,PROD0083,4,10700,0.1081,UPI,Mobile App,BANK5,Delivered
ORD001548,2025-03-27,CUST00528,PROD0032,1,14500,0.1383,UPI,Mobile App,NONE,Delivered
ORD001549,2025-11-08,CUST00786,PROD0068,1,6550,0.064,UPI,Website,NONE,Delivered
ORD001550,2025-09-24,CUST00746,PROD0021,1,30850,0.0772,Credit Card,Website,NONE,Delivered
ORD001551,2025-03-12,CUST00513,PROD0159,1,3050,0.127,UPI,Marketplace,FESTIVE15,Delivered
ORD001552,2025-11-18,CUST00435,PROD0057,3,1850,0.1016,Net Banking,Website,NONE,Delivered
ORD001553,2025-02-27,CUST00330,PROD0242,4,7200,0.0921,Credit Card,Website,APPONLY10,Delivered
ORD001554,2025-11-09,CUST00780,PROD0107,2,5100,0.1468,UPI,Mobile App,NONE,Delivered
ORD001555,2025-03-28,CUST00389,PROD0175,2,6150,0.1599,UPI,Website,APPONLY10,Delivered
ORD001556,2025-01-13,CUST00713,PROD0206,2,4350,0,Credit Card,Website,FESTIVE15,Delivered
ORD001557,2025-04-25,CUST00968,PROD0196,2,850,0.1552,UPI,Mobile App,APPONLY10,Delivered
ORD001558,2025-02-06,CUST00822,PROD0156,1,3000,0.092,Wallet,Website,NONE,Delivered
ORD001559,2025-11-11,CUST00872,PROD0105,1,10000,0.2025,UPI,Mobile App,BANK5,Delivered
ORD001560,2025-05-31,CUST00908,PROD0028,4,23350,0.1513,Wallet,Website,APPONLY10,Delivered
ORD001561,2025-10-12,CUST00867,PROD0112,3,3150,0.1811,UPI,Mobile App,NONE,Delivered
ORD001562,2025-10-26,CUST00442,PROD0104,3,4750,0.1161,Credit Card,Website,WELCOME10,Delivered
ORD001563,2025-01-11,CUST00214,PROD0272,1,2550,0.1838,Net Banking,Mobile App,NONE,Cancelled
ORD001564,2025-12-29,CUST00663,PROD0052,1,11600,0.1279,Wallet,Mobile App,NONE,Delivered
ORD001565,2025-08-27,CUST00710,PROD0196,1,850,0.0305,UPI,Mobile App,APPONLY10,Delivered
ORD001566,2025-03-15,CUST00382,PROD0130,2,4400,0.1381,Credit Card,Mobile App,NONE,Delivered
ORD001567,2025-02-06,CUST00913,PROD0030,1,15400,0.1843,COD,Website,NONE,Delivered
ORD001568,2025-05-31,CUST00237,PROD0120,2,5900,0.1028,Debit Card,Website,NONE,Delivered
ORD001569,2025-08-30,CUST00531,PROD0211,1,1100,0.0688,Net Banking,Website,APPONLY10,Delivered
ORD001570,2025-10-09,CUST00765,PROD0273,2,6950,0.0989,UPI,Website,FESTIVE15,Delivered
ORD001571,2025-07-05,CUST00240,PROD0232,4,1250,0.0008,Credit Card,Mobile App,NONE,Delivered
ORD001572,2025-06-04,CUST00137,PROD0154,1,7150,0.1127,UPI,Website,SAVE20,Delivered
ORD001573,2025-08-26,CUST00297,PROD0018,2,17950,0.0779,Credit Card,Mobile App,NONE,Delivered
ORD001574,2025-05-17,CUST00096,PROD0082,2,5850,0.1199,Debit Card,Mobile App,NONE,Delivered
ORD001575,2025-03-16,CUST00984,PROD0056,1,14100,0.1924,UPI,Mobile App,APPONLY10,Delivered
ORD001576,2025-10-18,CUST00099,PROD0019,1,30300,0.086,COD,Website,APPONLY10,Delivered
ORD001577,2025-02-12,CUST00325,PROD0104,2,4750,0.1066,Credit Card,Website,NONE,Delivered
ORD001578,2025-08-12,CUST00897,PROD0199,2,2100,0.11,UPI,Mobile App,NONE,Delivered
ORD001579,2025-08-22,CUST00090,PROD0010,1,18200,0.1299,Debit Card,Website,FESTIVE15,Delivered
ORD001580,2025-09-30,CUST00319,PROD0277,1,11750,0.1363,UPI,Mobile App,NONE,Delivered
ORD001581,2025-11-13,CUST00940,PROD0254,1,6500,0.134,UPI,Website,NONE,Delivered
ORD001582,2025-03-06,CUST00360,PROD0033,1,30800,0.08,Net Banking,Mobile App,FESTIVE15,Delivered
ORD001583,2025-03-06,CUST00329,PROD0177,1,4200,0.23,Credit Card,Website,BANK5,Delivered
ORD001584,2025-05-09,CUST00048,PROD0253,1,6750,0.1891,UPI,Website,NONE,Delivered
ORD001585,2025-02-23,CUST00583,PROD0143,4,3950,0.184,UPI,Mobile App,NONE,Delivered
ORD001586,2025-09-07,CUST00734,PROD0080,2,1850,0.1001,UPI,Mobile App,NONE,Processing
ORD001587,2025-08-25,CUST00056,PROD0046,1,29400,0.1298,COD,Website,NONE,Delivered
ORD001588,2025-06-16,CUST00965,PROD0033,2,30800,0.147,COD,Mobile App,NONE,Delivered
ORD001589,2025-08-05,CUST00178,PROD0261,2,2350,0.1731,Credit Card,Website,BANK5,Delivered
ORD001590,2025-01-18,CUST00582,PROD0128,1,7900,0.1084,Credit Card,Website,BANK5,Delivered
ORD001591,2025-03-18,CUST00711,PROD0174,1,3100,0.1882,UPI,Website,SAVE20,Delivered
ORD001592,2025-01-12,CUST00223,PROD0175,1,6150,0.1497,Net Banking,Website,NONE,Delivered
ORD001593,2025-12-28,CUST00738,PROD0109,1,7250,0.0238,Wallet,Website,NONE,Delivered
ORD001594,2025-03-02,CUST00478,PROD0125,1,8350,0.2182,Credit Card,Mobile App,APPONLY10,Delivered
ORD001595,2025-12-23,CUST00008,PROD0127,1,2350,0.2635,Credit Card,Website,NONE,Delivered
ORD001596,2025-09-26,CUST00719,PROD0018,2,17950,0.0474,Credit Card,Marketplace,NONE,Processing
ORD001597,2025-06-01,CUST00011,PROD0071,2,7450,0.1061,Credit Card,Website,NONE,Delivered
ORD001598,2025-12-25,CUST00011,PROD0029,2,25650,0.0962,UPI,Website,NONE,Delivered
ORD001599,2025-02-01,CUST00201,PROD0015,1,19700,0.1431,Debit Card,Website,FESTIVE15,Delivered
ORD001600,2025-06-24,CUST00168,PROD0030,2,15400,0.0484,UPI,Marketplace,FESTIVE15,Delivered
ORD001601,2025-10-27,CUST00937,PROD0278,1,4650,0.0959,COD,Website,SAVE20,Delivered
ORD001602,2025-03-31,CUST00586,PROD0247,1,2200,0.1082,COD,Mobile App,NONE,Delivered
ORD001603,2025-03-09,CUST00473,PROD0106,1,2650,0.1225,Net Banking,Website,WELCOME10,Delivered
ORD001604,2025-11-28,CUST00998,PROD0137,1,4750,0.1681,UPI,Mobile App,BANK5,Delivered
ORD001605,2025-11-09,CUST00898,PROD0285,1,6050,0.0751,UPI,Website,APPONLY10,Delivered
ORD001606,2025-11-15,CUST00778,PROD0298,1,5050,0.1254,Credit Card,Mobile App,NONE,Delivered
ORD001607,2025-05-12,CUST00247,PROD0015,2,19700,0.1662,UPI,Mobile App,WELCOME10,Delivered
ORD001608,2025-12-27,CUST00537,PROD0069,1,9600,0.0987,Credit Card,Mobile App,SAVE20,Delivered
ORD001609,2025-03-29,CUST00321,PROD0137,1,4750,0.0678,Net Banking,Mobile App,SAVE20,Delivered
ORD001610,2025-10-16,CUST00435,PROD0151,1,6800,0.2282,Debit Card,Website,NONE,Delivered
ORD001611,2025-12-27,CUST00352,PROD0113,2,3200,0.0929,Wallet,Website,NONE,Delivered
ORD001612,2025-07-30,CUST00011,PROD0068,2,6550,0.0254,Credit Card,Website,NONE,Delivered
ORD001613,2025-09-15,CUST00286,PROD0255,1,2300,0.1952,Credit Card,Website,SAVE20,Delivered
ORD001614,2025-08-27,CUST00154,PROD0137,1,4750,0.181,Credit Card,Website,BANK5,Delivered
ORD001615,2025-06-16,CUST00877,PROD0006,1,20300,0.0978,Credit Card,Website,NONE,Delivered
ORD001616,2025-12-19,CUST00775,PROD0161,1,4750,0.1391,Net Banking,Website,APPONLY10,Delivered
ORD001617,2025-01-05,CUST00633,PROD0022,1,34100,0.0813,COD,Mobile App,NONE,Delivered
ORD001618,2025-02-19,CUST00826,PROD0047,1,15600,0.1395,UPI,Mobile App,FESTIVE15,Delivered
ORD001619,2025-12-03,CUST00608,PROD0063,2,10650,0.1189,Credit Card,Website,FESTIVE15,Delivered
ORD001620,2025-04-16,CUST00954,PROD0161,1,4750,0.0211,Wallet,Mobile App,NONE,Delivered
ORD001621,2025-05-27,CUST00790,PROD0008,3,20150,0.0649,Net Banking,Website,FESTIVE15,Delivered
ORD001622,2025-10-31,CUST00751,PROD0154,1,7150,0.174,Debit Card,Marketplace,BANK5,Processing
ORD001623,2025-05-26,CUST00183,PROD0042,1,30050,0.0581,UPI,Marketplace,NONE,Delivered
ORD001624,2025-05-16,CUST00525,PROD0257,1,750,0.093,Credit Card,Website,APPONLY10,Delivered
ORD001625,2025-06-16,CUST00428,PROD0281,1,6500,0.1252,Wallet,Mobile App,NONE,Delivered
ORD001626,2025-05-03,CUST00061,PROD0129,2,2850,0.1212,UPI,Marketplace,NONE,Delivered
ORD001627,2025-03-05,CUST00910,PROD0300,1,3650,0.1225,UPI,Website,NONE,Delivered
ORD001628,2025-12-15,CUST00879,PROD0080,1,1850,0.2214,Debit Card,Marketplace,FESTIVE15,Delivered
ORD001629,2025-06-05,CUST00752,PROD0295,1,1600,0.1569,Debit Card,Marketplace,WELCOME10,Delivered
ORD001630,2025-03-13,CUST00737,PROD0206,1,4350,0.1265,Debit Card,Mobile App,NONE,Delivered
ORD001631,2025-05-25,CUST00025,PROD0266,2,4200,0.1764,Net Banking,Mobile App,NONE,Delivered
ORD001632,2025-06-22,CUST00810,PROD0038,2,23350,0.1384,Wallet,Website,NONE,Delivered
ORD001633,2025-07-23,CUST00074,PROD0215,2,2300,0.0941,Debit Card,Mobile App,NONE,Delivered
ORD001634,2025-05-13,CUST00645,PROD0012,1,1350,0.1213,UPI,Website,FESTIVE15,Delivered
ORD001635,2025-02-03,CUST00392,PROD0267,1,3950,0.084,UPI,Website,NONE,Delivered
ORD001636,2025-05-18,CUST00941,PROD0066,2,7000,0.0901,COD,Marketplace,NONE,Delivered
ORD001637,2025-02-20,CUST00502,PROD0058,1,6200,0.1801,Credit Card,Website,NONE,Delivered
ORD001638,2025-04-28,CUST00159,PROD0278,2,4650,0.0196,Credit Card,Mobile App,NONE,Delivered
ORD001639,2025-01-16,CUST00568,PROD0107,2,5100,0.1036,Credit Card,Website,NONE,Delivered
ORD001640,2025-04-25,CUST00233,PROD0100,1,5450,0.1094,Credit Card,Mobile App,NONE,Delivered
ORD001641,2025-08-21,CUST00777,PROD0124,1,750,0.0905,Credit Card,Mobile App,FESTIVE15,Delivered
ORD001642,2025-01-15,CUST00648,PROD0261,2,2350,0.0632,COD,Website,SAVE20,Delivered
ORD001643,2025-01-13,CUST00923,PROD0028,2,23350,0.111,UPI,Marketplace,FESTIVE15,Delivered
ORD001644,2025-10-06,CUST00099,PROD0121,1,5600,0.1803,Credit Card,Website,NONE,Delivered
ORD001645,2025-12-26,CUST00372,PROD0149,1,3400,0.2061,UPI,Website,FESTIVE15,Delivered
ORD001646,2025-10-01,CUST00793,PROD0119,2,3500,0.0774,Credit Card,Website,SAVE20,Delivered
ORD001647,2025-05-16,CUST00589,PROD0110,3,11850,0.12,Credit Card,Marketplace,NONE,Delivered
ORD001648,2025-07-31,CUST00466,PROD0131,1,6650,0.1355,Credit Card,Website,NONE,Delivered
ORD001649,2025-12-16,CUST00223,PROD0062,2,7150,0.0799,UPI,Mobile App,FESTIVE15,Delivered
ORD001650,2025-02-17,CUST00334,PROD0025,1,25000,0.0595,Credit Card,Website,FESTIVE15,Delivered
ORD001651,2025-11-07,CUST00249,PROD0133,2,8050,0.1291,Wallet,Website,NONE,Delivered
ORD001652,2025-06-28,CUST00465,PROD0287,2,6050,0.0525,UPI,Website,BANK5,Delivered
ORD001653,2025-06-09,CUST00794,PROD0292,3,7050,0.0654,Credit Card,Marketplace,NONE,Delivered
ORD001654,2025-06-07,CUST00020,PROD0043,1,10000,0.123,UPI,Website,NONE,Delivered
ORD001655,2025-11-04,CUST00974,PROD0106,1,2650,0.2433,Debit Card,Marketplace,BANK5,Delivered
ORD001656,2025-08-11,CUST00184,PROD0174,1,3100,0.1504,UPI,Mobile App,NONE,Delivered
ORD001657,2025-01-22,CUST00339,PROD0018,2,17950,0.1635,Debit Card,Marketplace,NONE,Delivered
ORD001658,2025-12-24,CUST00734,PROD0275,1,1250,0.1315,Credit Card,Marketplace,APPONLY10,Delivered
ORD001659,2025-01-10,CUST00990,PROD0086,1,3900,0.1466,UPI,Mobile App,APPONLY10,Delivered
ORD001660,2025-08-01,CUST00773,PROD0011,4,27700,0.1132,Net Banking,Mobile App,NONE,Delivered
ORD001661,2025-12-23,CUST00728,PROD0050,1,19950,0.2003,UPI,Mobile App,NONE,Delivered
ORD001662,2025-11-09,CUST00830,PROD0143,1,3950,0.1725,COD,Mobile App,WELCOME10,Delivered
ORD001663,2025-03-06,CUST00982,PROD0120,1,5900,0.0112,Debit Card,Website,FESTIVE15,Delivered
ORD001664,2025-12-12,CUST00284,PROD0129,2,2850,0.1493,Debit Card,Website,NONE,Delivered
ORD001665,2025-07-18,CUST00409,PROD0118,1,7750,0.0254,Wallet,Mobile App,NONE,Delivered
ORD001666,2025-07-21,CUST00998,PROD0264,2,7150,0,Credit Card,Mobile App,APPONLY10,Delivered
ORD001667,2025-01-29,CUST00337,PROD0132,3,7450,0.1027,Net Banking,Mobile App,NONE,Delivered
ORD001668,2025-03-16,CUST00614,PROD0126,2,7050,0.1685,UPI,Website,SAVE20,Delivered
ORD001669,2025-06-04,CUST00700,PROD0173,1,5150,0.1954,Net Banking,Mobile App,NONE,Delivered
ORD001670,2025-03-22,CUST00486,PROD0047,1,15600,0.1295,UPI,Website,NONE,Delivered
ORD001671,2025-05-09,CUST00741,PROD0072,2,9450,0.1619,Net Banking,Website,NONE,Delivered
ORD001672,2025-04-17,CUST00134,PROD0225,1,1050,0.0595,Credit Card,Website,BANK5,Delivered
ORD001673,2025-04-19,CUST00131,PROD0014,1,20350,0.0875,Wallet,Mobile App,NONE,Delivered
ORD001674,2025-11-12,CUST00629,PROD0253,1,6750,0.0842,Credit Card,Mobile App,NONE,Delivered
ORD001675,2025-07-30,CUST00479,PROD0249,1,3300,0.0661,UPI,Website,NONE,Delivered
ORD001676,2025-09-23,CUST00780,PROD0049,1,32850,0.1058,Credit Card,Website,NONE,Delivered
ORD001677,2025-11-19,CUST00182,PROD0219,1,4900,0.0881,Credit Card,Website,NONE,Delivered
ORD001678,2025-04-15,CUST00226,PROD0192,1,550,0.1723,Credit Card,Mobile App,NONE,Delivered
ORD001679,2025-03-22,CUST00338,PROD0008,1,20150,0.1439,Wallet,Website,NONE,Delivered
ORD001680,2025-11-24,CUST00379,PROD0042,1,30050,0.088,Credit Card,Marketplace,BANK5,Delivered
ORD001681,2025-03-22,CUST00367,PROD0046,4,29400,0.1096,COD,Mobile App,FESTIVE15,Delivered
ORD001682,2025-11-04,CUST00802,PROD0116,1,11850,0.163,Credit Card,Website,SAVE20,Delivered
ORD001683,2025-08-10,CUST00927,PROD0265,2,9300,0.0659,UPI,Marketplace,NONE,Processing
ORD001684,2025-12-09,CUST00689,PROD0184,2,2450,0.0863,Net Banking,Website,NONE,Delivered
ORD001685,2025-04-25,CUST00131,PROD0114,1,11150,0.1964,Net Banking,Marketplace,NONE,Delivered
ORD001686,2025-11-25,CUST00715,PROD0263,1,11850,0.1638,UPI,Website,NONE,Delivered
ORD001687,2025-11-14,CUST00832,PROD0059,1,28800,0.1409,Wallet,Mobile App,NONE,Delivered
ORD001688,2025-05-01,CUST00156,PROD0017,1,22600,0.0777,Net Banking,Mobile App,NONE,Delivered
ORD001689,2025-08-01,CUST00070,PROD0164,3,2150,0.1436,Credit Card,Website,SAVE20,Delivered
ORD001690,2025-10-17,CUST00126,PROD0016,2,19050,0.0784,UPI,Marketplace,WELCOME10,Delivered
ORD001691,2025-04-20,CUST00159,PROD0278,1,4650,0.0849,Credit Card,Marketplace,NONE,Delivered
ORD001692,2025-07-16,CUST00264,PROD0283,2,1800,0.1337,Credit Card,Website,NONE,Delivered
ORD001693,2025-07-07,CUST00704,PROD0230,1,4750,0.1019,COD,Website,NONE,Delivered
ORD001694,2025-12-26,CUST00952,PROD0006,1,20300,0.1853,Wallet,Marketplace,NONE,Delivered
ORD001695,2025-05-13,CUST00951,PROD0116,3,11850,0.0708,Debit Card,Website,NONE,Delivered
ORD001696,2025-03-02,CUST00423,PROD0220,1,1050,0.1222,UPI,Marketplace,NONE,Delivered
ORD001697,2025-11-30,CUST00924,PROD0285,1,6050,0.1398,Debit Card,Website,NONE,Delivered
ORD001698,2025-11-12,CUST00957,PROD0206,1,4350,0.0987,UPI,Mobile App,WELCOME10,Delivered
ORD001699,2025-02-27,CUST00699,PROD0180,1,5550,0.1087,Debit Card,Website,NONE,Delivered
ORD001700,2025-08-15,CUST00468,PROD0169,3,1750,0.1405,UPI,Mobile App,FESTIVE15,Delivered
ORD001701,2025-11-22,CUST00522,PROD0142,1,6650,0.2345,Credit Card,Mobile App,NONE,Delivered
ORD001702,2025-03-05,CUST00742,PROD0259,1,7300,0.1106,UPI,Website,NONE,Delivered
ORD001703,2025-04-01,CUST00252,PROD0120,4,5900,0.0566,UPI,Website,NONE,Delivered
ORD001704,2025-03-30,CUST00341,PROD0029,1,25650,0.0514,Debit Card,Mobile App,NONE,Delivered
ORD001705,2025-06-25,CUST00179,PROD0234,1,4300,0.0275,Wallet,Website,FESTIVE15,Delivered
ORD001706,2025-01-19,CUST00741,PROD0125,1,8350,0.06,COD,Mobile App,NONE,Delivered
ORD001707,2025-02-26,CUST00658,PROD0086,4,3900,0.1361,Credit Card,Mobile App,APPONLY10,Delivered
ORD001708,2025-11-17,CUST00692,PROD0093,1,7750,0.1738,Net Banking,Website,FESTIVE15,Delivered
ORD001709,2025-06-17,CUST00328,PROD0178,1,8000,0.2088,UPI,Mobile App,NONE,Delivered
ORD001710,2025-02-12,CUST00912,PROD0112,1,3150,0.1425,COD,Mobile App,WELCOME10,Delivered
ORD001711,2025-06-14,CUST00673,PROD0248,2,8700,0.1602,Net Banking,Marketplace,NONE,Delivered
ORD001712,2025-05-29,CUST00954,PROD0193,3,500,0.1704,Net Banking,Marketplace,NONE,Delivered
ORD001713,2025-04-20,CUST00859,PROD0140,1,4550,0.1901,Debit Card,Website,FESTIVE15,Delivered
ORD001714,2025-05-29,CUST00197,PROD0167,1,3000,0.1448,Credit Card,Website,BANK5,Delivered
ORD001715,2025-07-27,CUST00506,PROD0129,1,2850,0.1505,UPI,Mobile App,NONE,Delivered
ORD001716,2025-08-29,CUST00315,PROD0143,2,3950,0.1604,Net Banking,Mobile App,NONE,Processing
ORD001717,2025-04-11,CUST00488,PROD0146,1,5300,0.0915,Credit Card,Marketplace,NONE,Delivered
ORD001718,2025-04-18,CUST00175,PROD0055,2,15000,0.1473,Net Banking,Website,NONE,Delivered
ORD001719,2025-12-06,CUST00771,PROD0159,2,3050,0.1515,Credit Card,Website,NONE,Delivered
ORD001720,2025-05-27,CUST00187,PROD0277,1,11750,0,Wallet,Website,NONE,Delivered
ORD001721,2025-10-10,CUST00140,PROD0246,1,1400,0.0857,UPI,Website,APPONLY10,Delivered
ORD001722,2025-11-06,CUST00790,PROD0061,3,8700,0.0967,Net Banking,Mobile App,NONE,Delivered
ORD001723,2025-04-26,CUST00788,PROD0228,1,1700,0.1247,Credit Card,Website,NONE,Delivered
ORD001724,2025-10-01,CUST00416,PROD0051,2,25200,0.2055,Net Banking,Website,NONE,Delivered
ORD001725,2025-06-13,CUST00617,PROD0150,2,1950,0.0528,UPI,Website,BANK5,Delivered
ORD001726,2025-09-22,CUST00785,PROD0001,2,22600,0.1485,UPI,Marketplace,NONE,Delivered
ORD001727,2025-11-12,CUST00261,PROD0270,1,8700,0.2146,Credit Card,Website,NONE,Delivered
ORD001728,2025-05-29,CUST00139,PROD0126,1,7050,0.1066,UPI,Website,APPONLY10,Delivered
ORD001729,2025-11-03,CUST00828,PROD0083,1,10700,0.1174,Debit Card,Website,NONE,Delivered
ORD001730,2025-05-07,CUST00235,PROD0119,1,3500,0.112,UPI,Website,BANK5,Delivered
ORD001731,2025-08-16,CUST00370,PROD0170,2,800,0.1317,UPI,Mobile App,NONE,Delivered
ORD001732,2025-04-27,CUST00482,PROD0146,2,5300,0.0804,UPI,Mobile App,NONE,Delivered
ORD001733,2025-07-21,CUST00643,PROD0100,1,5450,0.0598,Wallet,Mobile App,BANK5,Delivered
ORD001734,2025-03-27,CUST00868,PROD0014,1,20350,0.159,Debit Card,Marketplace,NONE,Delivered
ORD001735,2025-10-17,CUST00269,PROD0161,4,4750,0.1491,Credit Card,Marketplace,FESTIVE15,Delivered
ORD001736,2025-07-19,CUST00130,PROD0063,1,10650,0.1661,Credit Card,Marketplace,NONE,Delivered
ORD001737,2025-03-01,CUST00054,PROD0075,1,7300,0.0528,Credit Card,Mobile App,APPONLY10,Cancelled
ORD001738,2025-01-14,CUST00721,PROD0231,2,1550,0.0084,UPI,Mobile App,NONE,Cancelled
ORD001739,2025-01-16,CUST00481,PROD0058,2,6200,0.141,Net Banking,Mobile App,NONE,Delivered
ORD001740,2025-06-14,CUST00500,PROD0013,1,28500,0.0373,Credit Card,Website,NONE,Delivered
ORD001741,2025-05-02,CUST00641,PROD0239,1,4000,0.061,UPI,Website,NONE,Delivered
ORD001742,2025-11-24,CUST00860,PROD0084,2,9250,0.1274,UPI,Mobile App,FESTIVE15,Delivered
ORD001743,2025-09-21,CUST00428,PROD0070,1,1300,0.0869,Net Banking,Mobile App,WELCOME10,Delivered
ORD001744,2025-06-02,CUST00309,PROD0015,2,19700,0.1286,UPI,Mobile App,BANK5,Delivered
ORD001745,2025-05-18,CUST00499,PROD0022,1,34100,0.0692,Credit Card,Mobile App,FESTIVE15,Delivered
ORD001746,2025-08-12,CUST00809,PROD0242,1,7200,0.1003,Debit Card,Website,NONE,Cancelled
