return_id,order_id,return_date,return_reason,return_status,refund_amount,return_shipping_cost,restocking_cost
RET00352,ORD004341,2025-03-24,Size/Fit,Approved,3920.34,155,26.45
RET00353,ORD004343,2025-08-15,Damaged,Approved,2180.05,75,48.57
RET00354,ORD004345,2026-01-11,Changed Mind,Approved,4067.41,45,280.04
RET00355,ORD004370,2025-07-15,Not as Expected,Approved,25326.09,135,101.83
RET00356,ORD004401,2025-12-03,Late Delivery,Approved,2444.95,90,94.6
RET00357,ORD004417,2025-08-10,Damaged,Approved,5269.34,125,125.04
RET00358,ORD004426,2025-07-15,Size/Fit,Approved,4409.93,110,213.14
RET00359,ORD004439,2025-02-23,Size/Fit,Approved,566.26,105,42.01
RET00360,ORD004463,2025-10-27,Late Delivery,Approved,13382.9,150,572.67
RET00361,ORD004469,2025-03-29,Damaged,Approved,21096.48,140,1428.08
RET00362,ORD004475,2025-02-19,Changed Mind,Approved,2531.79,135,147.09
RET00363,ORD004482,2025-09-03,Damaged,Approved,3302.77,80,54.13
RET00364,ORD004498,2025-12-02,Size/Fit,Approved,1289.27,145,56.36
RET00365,ORD004507,2025-09-18,Changed Mind,Approved,421.04,170,19.47
RET00366,ORD004532,2025-10-23,Size/Fit,Approved,9039.32,170,46.39
RET00367,ORD004535,2025-10-26,Size/Fit,Approved,16090.13,70,414.38
RET00368,ORD004539,2025-03-23,Not as Expected,Approved,17839.13,180,1017.65
RET00369,ORD004540,2025-10-19,Late Delivery,Approved,1387.89,165,80.11
RET00370,ORD004570,2025-08-31,Damaged,Approved,17853.68,130,1099.38
RET00371,ORD004582,2025-03-22,Size/Fit,Approved,9397.73,150,591.97
RET00372,ORD004590,2025-06-14,Not as Expected,Approved,4765.49,55,222.83
RET00373,ORD004593,2025-10-09,Changed Mind,Approved,1247.26,110,96.99
RET00374,ORD004601,2025-08-06,Not as Expected,Approved,5351.83,95,406.32
RET00375,ORD004606,2025-08-04,Late Delivery,Approved,5301.95,50,22.38
RET00376,ORD004608,2025-04-27,Size/Fit,Approved,8123.29,170,544.67
RET00377,ORD004617,2025-09-09,Late Delivery,Approved,1835,80,8.25
RET00378,ORD004679,2026-01-06,Size/Fit,Approved,4104.17,130,155.99
RET00379,ORD004680,2025-08-04,Changed Mind,Approved,12575.02,170,344.76
RET00380,ORD004684,2025-03-29,Wrong Item,Approved,22837.4,145,486.01
RET00381,ORD004687,2025-10-22,Not as Expected,Approved,2002.85,145,80.02
RET00382,ORD004697,2025-05-29,Wrong Item,Approved,1760.13,90,34.97
RET00383,ORD004727,2025-01-30,Wrong Item,Approved,1608.72,80,66.46
RET00384,ORD004733,2025-08-28,Size/Fit,Approved,5736.1,145,348.02
RET00385,ORD004734,2025-05-23,Size/Fit,Approved,2474.87,170,159.95
RET00386,ORD004742,2025-11-16,Size/Fit,Approved,5654.79,75,168.9
RET00387,ORD004746,2025-10-12,Not as Expected,Approved,2239.86,85,114.81
RET00388,ORD004786,2025-11-02,Not as Expected,Approved,3806.72,125,171.62
RET00389,ORD004794,2025-04-12,Not as Expected,Approved,4151.27,120,129.05
RET00390,ORD004797,2025-07-26,Not as Expected,Approved,5352.06,90,245.39
RET00391,ORD004798,2025-11-01,Changed Mind,Approved,25245.79,65,347.73
RET00392,ORD004817,2025-08-24,Damaged,Approved,1231.25,65,21.83
RET00393,ORD004850,2026-01-12,Size/Fit,Approved,5670.94,130,26.42
RET00394,ORD004856,2025-05-04,Damaged,Approved,12422.79,85,70.22
RET00395,ORD004860,2025-08-18,Size/Fit,Approved,17609.41,125,532.16
RET00396,ORD004871,2025-01-30,Wrong Item,Approved,4710.23,45,198.46
RET00397,ORD004873,2025-09-17,Not as Expected,Approved,1270.59,160,47.84
RET00398,ORD004878,2025-08-20,Changed Mind,Approved,2434.12,150,124.65
RET00399,ORD004879,2025-06-18,Size/Fit,Approved,11026.17,165,710.32
RET00400,ORD004881,2025-02-19,Damaged,Approved,24060.76,150,1623.84
RET00401,ORD004896,2025-11-25,Late Delivery,Approved,1318.63,65,24.84
RET00402,ORD004942,2025-01-31,Not as Expected,Approved,30430.21,160,2215.51
RET00403,ORD004944,2025-08-02,Size/Fit,Approved,3709.96,85,217.85
RET00404,ORD004954,2025-11-08,Wrong Item,Approved,6497.19,95,291.59
RET00405,ORD004972,2025-09-17,Not as Expected,Approved,45197.34,90,2594
RET00406,ORD004982,2025-08-16,Not as Expected,Approved,5503.43,75,392.85
RET00407,ORD004995,2025-03-24,Changed Mind,Approved,1557.39,130,45.36
RET00408,ORD005011,2026-01-09,Size/Fit,Approved,5461.41,65,22.84
RET00409,ORD005020,2026-01-10,Wrong Item,Approved,43243.58,90,2094.66
RET00410,ORD005025,2025-11-20,Damaged,Approved,4598.92,95,127.8
RET00411,ORD005038,2025-06-10,Late Delivery,Approved,1012.32,115,13.96
RET00412,ORD005047,2025-11-26,Changed Mind,Approved,1258.16,95,37.83
RET00413,ORD005051,2025-10-24,Changed Mind,Approved,6570.14,80,339.55
RET00414,ORD005068,2025-10-21,Damaged,Approved,6339.83,180,374.46
RET00415,ORD005071,2026-01-09,Damaged,Approved,5494.26,165,291.01
RET00416,ORD005087,2025-02-19,Size/Fit,Approved,5232.86,50,1.83
RET00417,ORD005088,2025-04-30,Damaged,Approved,27833.89,70,1587.08
RET00418,ORD005107,2025-03-09,Not as Expected,Approved,1397.88,80,85.57
RET00419,ORD005108,2025-04-14,Late Delivery,Approved,3357.88,45,157.52
RET00420,ORD005114,2025-12-09,Not as Expected,Approved,5375.64,165,373.03
RET00421,ORD005124,2025-06-24,Not as Expected,Approved,6889.79,45,445.75
RET00422,ORD005133,2025-12-08,Not as Expected,Approved,5601.71,145,68.51
RET00423,ORD005139,2025-11-13,Damaged,Approved,3026.93,65,101.34
RET00424,ORD005157,2025-09-26,Not as Expected,Approved,5222.9,85,126.41
RET00425,ORD005160,2025-12-20,Wrong Item,Approved,26761.51,125,1055.1
RET00426,ORD005198,2025-03-15,Wrong Item,Approved,14940.39,155,649.63
RET00427,ORD005205,2025-11-09,Wrong Item,Approved,3969.71,125,202.07
RET00428,ORD005217,2025-12-18,Wrong Item,Approved,5725.75,135,214.51
RET00429,ORD005219,2025-09-24,Not as Expected,Approved,3666.9,110,54.02
RET00430,ORD005222,2025-12-04,Late Delivery,Approved,3224.49,170,41.82
RET00431,ORD005225,2025-02-09,Late Delivery,Approved,7097.99,105,508.51
RET00432,ORD005259,2025-11-27,Late Delivery,Approved,975.44,100,60.78
RET00433,ORD005270,2025-05-30,Damaged,Approved,33396.95,75,2051.56
RET00434,ORD005273,2025-04-15,Changed Mind,Approved,2218.98,150,42.8
RET00435,ORD005286,2025-04-18,Late Delivery,Approved,38613.97,170,854.02
RET00436,ORD005290,2025-11-03,Size/Fit,Approved,1363.43,130,100.84
RET00437,ORD005311,2025-10-30,Size/Fit,Approved,4151.66,175,225.39
RET00438,ORD005321,2025-05-23,Damaged,Approved,3888.36,75,50.4
RET00439,ORD005358,2025-06-02,Damaged,Approved,10481.33,140,775.48
RET00440,ORD005363,2025-10-25,Late Delivery,Approved,8145.66,125,55.62
RET00441,ORD005385,2025-11-19,Damaged,Approved,1728.69,115,10
RET00442,ORD005401,2025-02-08,Not as Expected,Approved,3043.7,175,62.21
RET00443,ORD005429,2025-04-19,Size/Fit,Approved,2191.48,70,109.67
RET00444,ORD005431,2025-01-12,Late Delivery,Approved,18488.53,90,193.69
RET00445,ORD005437,2025-02-25,Size/Fit,Approved,4329.71,130,69.4
RET00446,ORD005438,2025-03-03,Size/Fit,Approved,5473.36,145,145.18
RET00447,ORD005448,2025-12-15,Not as Expected,Approved,2129.54,85,85.72
RET00448,ORD005457,2025-02-15,Changed Mind,Approved,3698.01,125,124.14
RET00449,ORD005477,2025-07-17,Size/Fit,Approved,13245.76,130,93.71
RET00450,ORD005478,2025-06-28,Damaged,Approved,11485.64,125,705.71
RET00451,ORD005483,2025-03-21,Not as Expected,Approved,3644.35,155,155.21
RET00452,ORD005485,2025-09-20,Not as Expected,Approved,5136.12,75,198.94
RET00453,ORD005494,2025-04-30,Damaged,Approved,2193.44,175,56.1
RET00454,ORD005527,2025-11-23,Changed Mind,Approved,4738.06,70,214.94
RET00455,ORD005546,2025-09-06,Not as Expected,Approved,17037.74,165,34.07
RET00456,ORD005561,2026-01-12,Size/Fit,Approved,604.45,125,11.81
RET00457,ORD005563,2025-10-18,Changed Mind,Approved,1991.58,70,78.16
RET00458,ORD005573,2025-02-09,Changed Mind,Approved,2057.67,105,82.56
RET00459,ORD005583,2025-12-07,Damaged,Approved,937.22,85,32.46
RET00460,ORD005591,2025-02-03,Not as Expected,Approved,2889.94,135,164.95
RET00461,ORD005610,2025-04-15,Changed Mind,Approved,9788.05,45,503.06
RET00462,ORD005626,2025-05-24,Wrong Item,Approved,26806.98,65,1348.87
RET00463,ORD005635,2025-01-19,Damaged,Approved,8721.51,95,413.33
RET00464,ORD005680,2025-03-03,Wrong Item,Approved,16350.35,65,42.45
RET00465,ORD005684,2025-03-19,Late Delivery,Approved,3342.06,130,24.82
RET00466,ORD005693,2025-05-28,Size/Fit,Approved,3583.3,95,164.06
RET00467,ORD005705,2026-01-01,Size/Fit,Approved,4337.14,145,128.19
RET00468,ORD005720,2025-04-27,Changed Mind,Approved,22875.63,145,232.62
RET00469,ORD005734,2025-10-14,Size/Fit,Approved,729.51,145,47.64
RET00470,ORD005742,2025-06-10,Size/Fit,Approved,3444.16,90,52.49
RET00471,ORD005769,2025-08-30,Not as Expected,Approved,7049.05,95,480.39
RET00472,ORD005783,2025-07-31,Changed Mind,Approved,5201.38,145,87.09
RET00473,ORD005800,2025-01-17,Not as Expected,Approved,1793.49,145,109.8
RET00474,ORD005804,2025-05-19,Size/Fit,Approved,4291.03,180,255.04
RET00475,ORD005806,2025-03-12,Size/Fit,Approved,2981.95,45,2.01
RET00476,ORD005813,2025-11-07,Wrong Item,Approved,24694.94,90,366.23
RET00477,ORD005823,2025-02-05,Not as Expected,Approved,30145.08,180,643.85
RET00478,ORD005827,2026-01-06,Damaged,Approved,4126.38,65,212.76
RET00479,ORD005839,2025-06-20,Damaged,Approved,3266.1,140,88.04
RET00480,ORD005850,2026-01-04,Wrong Item,Approved,17740.9,180,716.09
RET00481,ORD005860,2025-08-19,Late Delivery,Approved,15557.88,55,901.83
RET00482,ORD005871,2025-05-28,Wrong Item,Approved,7390.97,55,9.14
RET00483,ORD005878,2025-09-26,Not as Expected,Approved,4723.96,75,151.03
RET00484,ORD005893,2025-08-22,Size/Fit,Approved,4119.5,125,238.81
RET00485,ORD005912,2025-11-26,Size/Fit,Approved,14521.83,75,238.27
RET00486,ORD005914,2025-08-11,Changed Mind,Approved,3542.35,65,208.73
RET00487,ORD005920,2025-11-18,Damaged,Approved,29074.24,70,459.68
RET00488,ORD005950,2025-11-16,Size/Fit,Approved,6524.92,180,337.65
RET00489,ORD005952,2025-09-08,Damaged,Approved,10565.41,50,837.32
RET00490,ORD005957,2025-05-08,Late Delivery,Approved,3320.76,85,29.16
RET00491,ORD005972,2025-07-17,Not as Expected,Approved,3798.81,75,228.72
RET00492,ORD005976,2025-07-05,Wrong Item,Approved,5234.28,85,271.5
RET00493,ORD006013,2025-12-13,Changed Mind,Rejected,0,0,0
RET00494,ORD006026,2025-07-14,Not as Expected,Approved,4425.82,165,178.46
RET00495,ORD006044,2025-12-13,Not as Expected,Approved,576.81,140,11.6
RET00496,ORD006049,2025-06-17,Damaged,Approved,6539.35,65,376.49
RET00497,ORD006068,2025-09-08,Size/Fit,Approved,3713.12,110,27.4
RET00498,ORD006070,2025-12-19,Not as Expected,Approved,3877.66,110,183.02
RET00499,ORD006093,2025-06-01,Damaged,Approved,661.96,165,9.81
RET00500,ORD006101,2025-06-11,Late Delivery,Approved,10534.06,110,335.57
RET00501,ORD006107,2025-10-30,Not as Expected,Approved,2950.07,110,122.09
RET00502,ORD006115,2025-05-13,Damaged,Approved,27392.93,115,1122.84
RET00503,ORD006116,2025-08-20,Wrong Item,Approved,15471.43,140,728.99
RET00504,ORD006120,2025-02-12,Not as Expected,Approved,5163.96,80,46.96
RET00505,ORD006122,2025-07-29,Not as Expected,Approved,23780.52,70,1710.07
RET00506,ORD006125,2025-03-26,Changed Mind,Approved,28195.42,65,1606.66
RET00507,ORD006130,2025-04-02,Not as Expected,Approved,24457.29,165,711.41
RET00508,ORD006147,2025-02-03,Not as Expected,Approved,13097.5,60,410.24
RET00509,ORD006148,2025-06-13,Late Delivery,Approved,6986.66,150,286.59
RET00510,ORD006153,2025-07-05,Damaged,Approved,13902.01,65,99.82
RET00511,ORD006181,2025-10-01,Damaged,Approved,5647.17,145,160.52
RET00512,ORD006196,2025-05-10,Not as Expected,Approved,1558.31,135,116.09
RET00513,ORD006212,2025-10-27,Size/Fit,Approved,3137.67,115,220.99
RET00514,ORD006222,2026-01-11,Wrong Item,Approved,4737.75,130,264.76
RET00515,ORD006246,2025-03-25,Changed Mind,Approved,10216.43,180,696.71
RET00516,ORD006254,2026-01-02,Late Delivery,Approved,11402.26,65,730.01
RET00517,ORD006276,2025-09-07,Not as Expected,Approved,8625.65,170,637.64
RET00518,ORD006280,2025-08-10,Not as Expected,Approved,1833.34,155,75.94
RET00519,ORD006292,2025-08-10,Size/Fit,Approved,3554.39,60,165.39
RET00520,ORD006307,2025-04-11,Damaged,Approved,13263.88,145,445.14
RET00521,ORD006314,2025-07-26,Changed Mind,Approved,7440.78,160,168.31
RET00522,ORD006322,2025-06-23,Changed Mind,Approved,65843.66,125,4905.56
RET00523,ORD006334,2025-05-01,Not as Expected,Approved,15214.26,145,824.68
RET00524,ORD006354,2025-08-21,Not as Expected,Approved,8210.53,85,229.18
RET00525,ORD006363,2025-05-28,Wrong Item,Approved,13210.36,70,609.9
RET00526,ORD006378,2025-12-08,Not as Expected,Approved,1097.78,155,16.6
RET00527,ORD006402,2025-08-17,Size/Fit,Approved,2636.97,155,194.18
RET00528,ORD006454,2025-04-24,Damaged,Approved,5608.52,150,153.34
RET00529,ORD006461,2025-10-24,Wrong Item,Approved,1117.72,145,35.7
RET00530,ORD006477,2025-02-05,Wrong Item,Approved,6425.7,130,26.49
RET00531,ORD006486,2025-10-25,Not as Expected,Approved,5894.48,170,354.11
RET00532,ORD006562,2025-07-07,Size/Fit,Approved,3402.43,135,55.15
RET00533,ORD006593,2025-08-20,Not as Expected,Approved,2050.84,95,3.2
RET00534,ORD006596,2025-06-04,Size/Fit,Approved,3962.6,140,302.86
RET00535,ORD006617,2025-10-19,Not as Expected,Approved,19437.64,50,312.91
RET00536,ORD006625,2025-04-14,Not as Expected,Approved,1686.83,140,84.11
RET00537,ORD006640,2025-02-26,Not as Expected,Approved,2587.25,50,78
RET00538,ORD006665,2025-05-25,Wrong Item,Approved,16325.33,75,674.12
RET00539,ORD006683,2025-07-28,Size/Fit,Approved,5940.03,175,33.42
RET00540,ORD006687,2025-02-09,Not as Expected,Approved,9477.41,175,610.11
RET00541,ORD006698,2025-02-23,Not as Expected,Approved,988.37,55,70.92
RET00542,ORD006703,2025-04-26,Changed Mind,Approved,332.97,50,2.42
RET00543,ORD006708,2025-04-19,Damaged,Approved,10481.63,90,237.63
RET00544,ORD006712,2025-09-04,Size/Fit,Approved,5556.83,115,150.46
RET00545,ORD006714,2025-01-27,Not as Expected,Approved,5382.38,80,317.37
RET00546,ORD006715,2025-11-08,Damaged,Approved,5614.82,145,363.53
RET00547,ORD006756,2025-06-28,Not as Expected,Approved,2546.21,160,127.74
RET00548,ORD006766,2025-11-20,Damaged,Approved,15874.33,115,150.09
RET00549,ORD006771,2025-12-30,Late Delivery,Approved,14299.13,60,1097.02
RET00550,ORD006784,2025-11-18,Wrong Item,Approved,1667.93,75,19.82
RET00551,ORD006844,2025-01-27,Changed Mind,Approved,7664.9,65,452.33
RET00552,ORD006845,2025-10-31,Not as Expected,Approved,8289.46,85,107.71
RET00553,ORD006847,2025-06-30,Changed Mind,Approved,1334.81,155,79.64
RET00554,ORD006848,2025-07-13,Wrong Item,Approved,15013.34,90,1179.39
RET00555,ORD006856,2025-01-20,Size/Fit,Approved,5266.78,75,209.09
RET00556,ORD006857,2025-05-29,Not as Expected,Approved,3140.27,75,250.98
RET00557,ORD006871,2025-09-28,Size/Fit,Approved,2156.66,75,36.94
RET00558,ORD006876,2025-06-21,Damaged,Approved,2293.24,60,83.56
RET00559,ORD006886,2026-01-04,Late Delivery,Approved,2288.8,105,46.78
RET00560,ORD006899,2025-08-31,Damaged,Approved,7165.13,115,321.29
RET00561,ORD006909,2025-08-31,Size/Fit,Approved,2039.32,165,76.66
RET00562,ORD006917,2025-05-05,Size/Fit,Approved,2745.51,135,146.42
RET00563,ORD006919,2025-05-27,Size/Fit,Approved,2030.85,75,41.71
RET00564,ORD006920,2025-07-19,Late Delivery,Approved,22018.73,80,1303.94
RET00565,ORD006934,2025-09-27,Changed Mind,Approved,1080.18,180,15.97
RET00566,ORD006958,2025-01-24,Changed Mind,Approved,1492.64,45,24.14
RET00567,ORD006979,2025-10-14,Late Delivery,Approved,2098.78,125,0.89
RET00568,ORD006982,2026-01-08,Size/Fit,Approved,27501.91,145,1785.45
RET00569,ORD006985,2025-04-11,Not as Expected,Approved,8844.4,175,552.28
RET00570,ORD006994,2025-04-13,Late Delivery,Approved,10649.99,55,314.51
RET00571,ORD007007,2025-07-12,Changed Mind,Approved,30150.87,135,2173.78
RET00572,ORD007017,2025-05-06,Wrong Item,Approved,1032.67,160,49.27
RET00573,ORD007024,2025-05-25,Changed Mind,Approved,591.18,75,11.53
RET00574,ORD007032,2025-10-16,Not as Expected,Approved,13177.09,85,155.01
RET00575,ORD007037,2025-07-08,Late Delivery,Approved,5679.65,65,240.18
RET00576,ORD007039,2025-02-15,Size/Fit,Approved,5998.48,150,64.63
RET00577,ORD007053,2025-08-19,Changed Mind,Approved,1518.24,110,74.87
RET00578,ORD007058,2025-09-17,Damaged,Approved,31578.56,110,762.06
RET00579,ORD007060,2025-04-12,Damaged,Approved,4146.66,115,182.25
RET00580,ORD007132,2025-10-20,Changed Mind,Approved,7042.53,125,135.39
RET00581,ORD007153,2025-12-13,Wrong Item,Approved,11248.44,45,841.72
RET00582,ORD007166,2025-06-27,Changed Mind,Approved,6620.22,130,2.83
RET00583,ORD007204,2025-10-08,Damaged,Approved,3886.29,140,254
RET00584,ORD007217,2025-04-16,Changed Mind,Approved,14462.34,95,1087.01
RET00585,ORD007231,2025-06-30,Size/Fit,Approved,12029.44,135,164.24
RET00586,ORD007235,2025-11-13,Wrong Item,Approved,866,90,63.88
RET00587,ORD007240,2025-09-15,Changed Mind,Approved,3176.84,150,47.09
RET00588,ORD007249,2025-02-27,Late Delivery,Approved,4833.62,170,194.86
RET00589,ORD007277,2025-10-18,Late Delivery,Approved,21712.42,130,1575.42
RET00590,ORD007289,2025-06-23,Size/Fit,Approved,4241.45,100,307.92
RET00591,ORD007292,2025-08-02,Wrong Item,Approved,4318.83,95,175.92
RET00592,ORD007314,2025-02-03,Not as Expected,Approved,21809.1,70,348.74
RET00593,ORD007335,2025-10-02,Size/Fit,Approved,2913.95,75,96.57
RET00594,ORD007347,2025-06-20,Not as Expected,Approved,371.42,160,7.35
RET00595,ORD007386,2025-06-07,Size/Fit,Approved,1747.59,105,2.85
RET00596,ORD007396,2025-12-01,Not as Expected,Approved,1998.24,65,136.05
RET00597,ORD007417,2025-09-13,Wrong Item,Approved,24299.88,60,1498.58
RET00598,ORD007420,2025-03-22,Damaged,Approved,3349.23,115,118.31
RET00599,ORD007439,2025-07-17,Late Delivery,Approved,3596.53,80,167.18
RET00600,ORD007443,2025-10-06,Late Delivery,Rejected,0,0,0
RET00601,ORD007449,2025-12-24,Damaged,Approved,1249.15,175,57.72
RET00602,ORD007452,2025-11-07,Not as Expected,Approved,651.5,105,23.11
RET00603,ORD007468,2025-03-26,Changed Mind,Approved,4736.29,70,310.98
RET00604,ORD007517,2026-01-16,Late Delivery,Approved,12429.91,150,104.97
RET00605,ORD007521,2025-10-28,Size/Fit,Approved,5723.17,80,51.33
RET00606,ORD007523,2025-06-05,Wrong Item,Approved,14451.79,75,96.72
RET00607,ORD007529,2025-05-09,Late Delivery,Approved,4052.77,140,300.7
RET00608,ORD007550,2025-04-01,Not as Expected,Approved,3730.35,155,49.52
RET00609,ORD007551,2025-04-22,Damaged,Approved,21115.84,90,2.58
RET00610,ORD007596,2025-04-08,Size/Fit,Approved,22908.47,105,598.15
RET00611,ORD007598,2025-03-24,Changed Mind,Approved,4617.5,65,265.08
RET00612,ORD007616,2025-12-18,Late Delivery,Approved,20056.72,180,1424.85
RET00613,ORD007623,2025-08-22,Wrong Item,Approved,612.4,105,2.19
RET00614,ORD007633,2025-12-26,Changed Mind,Approved,12896.44,65,547.25
RET00615,ORD007655,2025-02-01,Late Delivery,Approved,14200.14,90,229.11
RET00616,ORD007661,2025-06-29,Damaged,Approved,3414.94,85,257.77
RET00617,ORD007676,2025-03-26,Changed Mind,Approved,12595.65,75,387.94
RET00618,ORD007680,2025-09-25,Changed Mind,Approved,27880.73,90,1477.53
RET00619,ORD007702,2025-08-19,Changed Mind,Approved,2055.89,85,100.19
RET00620,ORD007712,2025-08-03,Damaged,Approved,5652.29,100,258.37
RET00621,ORD007729,2025-05-31,Not as Expected,Approved,4950.77,180,307.56
RET00622,ORD007736,2025-07-21,Not as Expected,Approved,5115.5,145,323.53
RET00623,ORD007737,2025-11-30,Late Delivery,Approved,48534.64,135,1132.52
RET00624,ORD007752,2025-04-14,Size/Fit,Approved,2891.19,155,106.6
RET00625,ORD007753,2025-03-15,Not as Expected,Approved,6572.87,85,193.1
RET00626,ORD007767,2025-01-11,Wrong Item,Approved,57779.23,125,3775.26
RET00627,ORD007773,2025-10-30,Damaged,Approved,4982.54,155,287.31
RET00628,ORD007795,2025-05-14,Damaged,Approved,22483,45,93.02
RET00629,ORD007804,2025-03-07,Late Delivery,Approved,4500.92,170,313.43
RET00630,ORD007813,2025-12-21,Changed Mind,Approved,27891.62,150,474.67
RET00631,ORD007818,2025-05-12,Changed Mind,Approved,8712.55,85,537.82
RET00632,ORD007835,2025-02-24,Changed Mind,Approved,1951.28,50,84.6
RET00633,ORD007844,2025-07-05,Damaged,Approved,5847.62,90,456.67
RET00634,ORD007851,2025-09-29,Damaged,Approved,1980.53,165,137.96
RET00635,ORD007858,2025-06-15,Not as Expected,Approved,54442.87,95,2928.67
RET00636,ORD007863,2025-03-15,Not as Expected,Approved,14239.99,130,484.25
RET00637,ORD007899,2025-07-14,Changed Mind,Approved,2695.01,85,4.95
RET00638,ORD007909,2025-01-30,Damaged,Approved,27681.65,50,1940.34
RET00639,ORD007910,2025-03-11,Wrong Item,Approved,5829.91,175,153.57
RET00640,ORD007917,2025-03-10,Not as Expected,Approved,14474.16,115,1093.22
RET00641,ORD007933,2025-12-28,Late Delivery,Approved,4684.5,180,336.42
RET00642,ORD007935,2025-05-27,Wrong Item,Approved,7220.27,60,363.64
RET00643,ORD007936,2025-04-20,Changed Mind,Approved,24008.32,50,15.35
RET00644,ORD007941,2025-08-27,Late Delivery,Approved,2456.18,65,167.55
RET00645,ORD007943,2025-06-23,Size/Fit,Approved,2839.58,65,35.4
RET00646,ORD007954,2025-06-13,Not as Expected,Approved,6179.77,85,203.27
RET00647,ORD007980,2025-07-19,Size/Fit,Approved,18337.16,170,620.61
RET00648,ORD008016,2025-04-14,Size/Fit,Approved,1119.3,80,43.32
RET00649,ORD008063,2025-04-07,Late Delivery,Approved,1760.53,150,45.83
RET00650,ORD008080,2025-08-08,Size/Fit,Approved,5589.42,80,303.89
RET00651,ORD008085,2025-01-29,Size/Fit,Approved,4025.6,160,108.11
RET00652,ORD008124,2025-12-20,Not as Expected,Approved,4754.7,165,157.02
RET00653,ORD008137,2025-04-07,Damaged,Approved,3173.02,150,18.57
RET00654,ORD008140,2025-08-12,Size/Fit,Approved,4000.14,95,155.91
RET00655,ORD008143,2025-04-22,Late Delivery,Approved,703.06,95,2.42
RET00656,ORD008148,2025-01-26,Size/Fit,Approved,3096.37,125,233.61
RET00657,ORD008172,2025-09-14,Not as Expected,Approved,6115.91,125,111.54
RET00658,ORD008179,2025-12-23,Size/Fit,Approved,3572.17,155,56.5
RET00659,ORD008198,2025-05-07,Wrong Item,Approved,1449.46,170,59.41
RET00660,ORD008199,2025-09-01,Damaged,Approved,7925.22,75,150.81
RET00661,ORD008200,2025-07-11,Wrong Item,Approved,17778.15,50,212.04
RET00662,ORD008205,2025-09-15,Late Delivery,Approved,2105.57,70,28.6
RET00663,ORD008207,2025-08-11,Not as Expected,Approved,14903.2,155,617.66
RET00664,ORD008214,2025-03-09,Wrong Item,Approved,12769.34,75,829.25
RET00665,ORD008241,2026-01-12,Not as Expected,Approved,4149.45,170,183.04
RET00666,ORD008275,2025-08-28,Damaged,Approved,5855,95,107.68
RET00667,ORD008295,2025-08-22,Changed Mind,Approved,7189.03,85,568.21
RET00668,ORD008297,2025-10-16,Late Delivery,Approved,10446.19,115,724.68
RET00669,ORD008303,2025-04-08,Size/Fit,Approved,13620.88,110,305.63
RET00670,ORD008319,2025-02-20,Changed Mind,Approved,2419.27,125,18.62
RET00671,ORD008354,2025-11-01,Wrong Item,Approved,1686.06,155,38.89
RET00672,ORD008355,2025-11-21,Changed Mind,Approved,3243.71,80,250.61
RET00673,ORD008381,2025-03-06,Not as Expected,Approved,3200.16,130,222.43
RET00674,ORD008384,2025-03-11,Size/Fit,Approved,3501.05,115,181.51
RET00675,ORD008398,2025-05-09,Not as Expected,Approved,2518.97,85,138.27
RET00676,ORD008426,2025-06-12,Not as Expected,Approved,10402.91,75,299.93
RET00677,ORD008433,2025-04-26,Not as Expected,Approved,6091.04,80,331.97
RET00678,ORD008434,2025-10-24,Not as Expected,Approved,8893.93,170,47.79
RET00679,ORD008484,2025-04-23,Wrong Item,Approved,3705.51,130,262.04
RET00680,ORD008505,2026-01-03,Damaged,Approved,3975.63,65,264.56
RET00681,ORD008509,2025-09-16,Not as Expected,Approved,2469.55,100,6.73
RET00682,ORD008512,2025-03-25,Changed Mind,Approved,4935.44,175,186.93
RET00683,ORD008521,2025-10-31,Size/Fit,Approved,6472.42,130,231.8
RET00684,ORD008522,2025-03-14,Late Delivery,Approved,624.92,135,18.04
RET00685,ORD008538,2025-11-18,Changed Mind,Approved,17010.1,85,1241.26
RET00686,ORD008549,2025-03-17,Late Delivery,Approved,12708.42,55,311.62
RET00687,ORD008553,2025-10-26,Damaged,Approved,18321.01,65,636.48
RET00688,ORD008566,2025-12-24,Late Delivery,Approved,3529.97,105,158.56
RET00689,ORD008574,2025-10-17,Not as Expected,Approved,2261.45,45,39.32
RET00690,ORD008583,2025-07-16,Changed Mind,Approved,7890.12,155,476.74
RET00691,ORD008586,2025-06-25,Damaged,Approved,9577.97,90,541.72
RET00692,ORD008604,2025-07-31,Damaged,Approved,2732.1,175,132.54
RET00693,ORD008615,2025-03-02,Damaged,Approved,7805.17,140,519.76
RET00694,ORD008652,2025-11-17,Not as Expected,Approved,2066.57,160,28.14
RET00695,ORD008680,2025-07-16,Not as Expected,Approved,3637.02,170,241.74
RET00696,ORD008704,2025-04-09,Changed Mind,Approved,39731.66,165,2977.25
RET00697,ORD008714,2025-05-29,Changed Mind,Approved,7874.82,85,390.16
RET00698,ORD008715,2025-01-30,Damaged,Approved,36502.52,145,1081.9
RET00699,ORD008733,2025-05-27,Damaged,Approved,5968.28,100,364.64
RET00700,ORD008734,2025-03-02,Size/Fit,Approved,36815.56,160,1259.29
RET00701,ORD008745,2025-11-19,Not as Expected,Approved,8233.35,155,260.39
RET00702,ORD008771,2025-09-28,Late Delivery,Approved,809.63,120,58.88
RET00703,ORD008780,2025-02-06,Changed Mind,Approved,3564.93,115,214.2
