product_id,product_name,category,subcategory,brand,product_tier,list_price,unit_cost,launch_date,rating
PROD0239,Minimalist Hair Dryer Essential,Beauty,Beauty Tools,Minimalist,Premium,4000,2190,2024-09-29,4.5
PROD0240,Maybelline Makeup Brush Set Studio,Beauty,Beauty Tools,Maybelline,Value,1650,740,2023-01-24,4.2
PROD0241,Nivia Yoga Mat Lite,Sports,Fitness,Nivia,Core,7400,3260,2024-04-04,3.6
PROD0242,Nike Adjustable Dumbbells Plus,Sports,Strength Training,Nike,Core,7200,3610,2025-01-15,3.2
PROD0243,Strauss Resistance Band Set Pro,Sports,Fitness,Strauss,Core,6450,3690,2024-01-22,4
PROD0244,Cosco Badminton Racket Max,Sports,Racquet Sports,Cosco,Value,500,300,2023-12-19,3.6
PROD0245,Yonex Cricket Bat Classic,Sports,Cricket,Yonex,Premium,10700,5430,2025-08-09,3.6
PROD0246,Puma Football Prime,Sports,Team Sports,Puma,Value,1400,500,2025-06-30,5
PROD0247,Cosco Running Backpack Air,Sports,Running,Cosco,Value,2200,980,2023-03-03,3.7
PROD0248,Decathlon Gym Gloves Elite,Sports,Fitness,Decathlon,Core,8700,2900,2023-03-04,3.9
PROD0249,Adidas Skipping Rope Essential,Sports,Fitness,Adidas,Value,3300,1160,2024-02-26,3.7
PROD0250,Cosco Cycling Helmet Studio,Sports,Cycling,Cosco,Core,8200,3160,2024-05-01,4.2
PROD0251,Adidas Tennis Balls 3-Pack Lite,Sports,Racquet Sports,Adidas,Value,550,230,2023-06-28,5
PROD0252,Nivia Foam Roller Plus,Sports,Recovery,Nivia,Value,850,410,2023-09-02,3.6
PROD0253,Yonex Yoga Mat Pro,Sports,Fitness,Yonex,Core,6750,3110,2023-01-18,4.3
PROD0254,Nike Adjustable Dumbbells Max,Sports,Strength Training,Nike,Core,6500,3350,2025-01-27,4.7
PROD0255,Puma Resistance Band Set Classic,Sports,Fitness,Puma,Value,2300,1040,2023-12-16,4.5
PROD0256,Cosco Badminton Racket Prime,Sports,Racquet Sports,Cosco,Value,3750,2160,2023-09-10,3.8
PROD0257,Strauss Cricket Bat Air,Sports,Cricket,Strauss,Value,750,310,2025-08-24,3.3
PROD0258,Nike Football Elite,Sports,Team Sports,Nike,Premium,8900,5370,2024-01-21,4.2
PROD0259,Strauss Running Backpack Essential,Sports,Running,Strauss,Core,7300,3950,2023-01-03,4.8
PROD0260,Puma Gym Gloves Studio,Sports,Fitness,Puma,Premium,10300,5000,2024-03-11,4.3
PROD0261,Decathlon Skipping Rope Lite,Sports,Fitness,Decathlon,Value,2350,1360,2025-09-20,4.3
PROD0262,Cosco Cycling Helmet Plus,Sports,Cycling,Cosco,Core,8050,5090,2023-02-03,3.7
PROD0263,Decathlon Tennis Balls 3-Pack Pro,Sports,Racquet Sports,Decathlon,Premium,11850,4160,2023-08-08,4
PROD0264,Nike Foam Roller Max,Sports,Recovery,Nike,Core,7150,4480,2023-05-29,4.3
PROD0265,Yonex Yoga Mat Classic,Sports,Fitness,Yonex,Premium,9300,5420,2025-01-19,4.1
PROD0266,Nike Adjustable Dumbbells Prime,Sports,Strength Training,Nike,Core,4200,1390,2023-08-25,4.3
PROD0267,Decathlon Resistance Band Set Air,Sports,Fitness,Decathlon,Value,3950,1730,2023-03-18,4.2
PROD0268,Nivia Badminton Racket Elite,Sports,Racquet Sports,Nivia,Value,1850,740,2025-03-29,4
PROD0269,Strauss Cricket Bat Essential,Sports,Cricket,Strauss,Value,700,440,2024-05-04,4.7
PROD0270,Yonex Football Studio,Sports,Team Sports,Yonex,Core,8700,3770,2023-12-21,4
PROD0271,Yonex Running Backpack Lite,Sports,Running,Yonex,Core,6750,3880,2023-05-22,3.8
PROD0272,Strauss Gym Gloves Plus,Sports,Fitness,Strauss,Value,2550,1170,2024-10-18,4.1
PROD0273,Nivia Skipping Rope Pro,Sports,Fitness,Nivia,Core,6950,4300,2024-04-02,5
PROD0274,Cosco Cycling Helmet Max,Sports,Cycling,Cosco,Value,1700,1050,2023-02-17,4
PROD0275,Strauss Tennis Balls 3-Pack Classic,Sports,Racquet Sports,Strauss,Value,1250,540,2024-10-12,4.5
PROD0276,Puma Foam Roller Prime,Sports,Recovery,Puma,Core,7300,3440,2024-11-07,4.3
PROD0277,Nivia Yoga Mat Air,Sports,Fitness,Nivia,Premium,11750,5660,2023-04-29,3.7
PROD0278,Puma Adjustable Dumbbells Elite,Sports,Strength Training,Puma,Core,4650,2360,2023-12-10,4.6
PROD0279,Nivia Resistance Band Set Essential,Sports,Fitness,Nivia,Value,1450,820,2023-10-28,4.5
PROD0280,Puma Badminton Racket Studio,Sports,Racquet Sports,Puma,Core,8700,5030,2024-11-29,4.8
PROD0281,Yonex Cricket Bat Lite,Sports,Cricket,Yonex,Core,6500,3420,2023-05-19,4.8
PROD0282,Nike Football Plus,Sports,Team Sports,Nike,Premium,11750,6640,2024-08-18,4.2
PROD0283,Puma Running Backpack Pro,Sports,Running,Puma,Value,1800,1000,2024-06-12,4.6
PROD0284,Decathlon Gym Gloves Max,Sports,Fitness,Decathlon,Value,2550,1520,2025-01-30,3.8
PROD0285,Adidas Skipping Rope Classic,Sports,Fitness,Adidas,Core,6050,3210,2023-04-03,4.1
PROD0286,Strauss Cycling Helmet Prime,Sports,Cycling,Strauss,Premium,11350,3670,2024-07-17,4.5
PROD0287,Puma Tennis Balls 3-Pack Air,Sports,Racquet Sports,Puma,Core,6050,3090,2023-03-13,3.5
PROD0288,Yonex Foam Roller Elite,Sports,Recovery,Yonex,Premium,11450,4170,2024-01-21,4.4
PROD0289,Nike Yoga Mat Essential,Sports,Fitness,Nike,Value,850,340,2025-04-23,4.1
PROD0290,Decathlon Adjustable Dumbbells Studio,Sports,Strength Training,Decathlon,Core,6300,2900,2024-07-02,4.3
PROD0291,Nike Resistance Band Set Lite,Sports,Fitness,Nike,Premium,10400,5530,2024-11-13,4.6
PROD0292,Yonex Badminton Racket Plus,Sports,Racquet Sports,Yonex,Core,7050,3290,2025-08-25,4.4
PROD0293,Strauss Cricket Bat Pro,Sports,Cricket,Strauss,Value,1500,710,2023-06-07,4.4
PROD0294,Cosco Football Max,Sports,Team Sports,Cosco,Value,1500,610,2025-07-13,3.6
PROD0295,Cosco Running Backpack Classic,Sports,Running,Cosco,Value,1600,1000,2024-06-06,3.9
PROD0296,Strauss Gym Gloves Prime,Sports,Fitness,Strauss,Core,8600,5500,2024-07-28,4.5
PROD0297,Adidas Skipping Rope Air,Sports,Fitness,Adidas,Core,4600,2510,2025-03-31,4
PROD0298,Puma Cycling Helmet Elite,Sports,Cycling,Puma,Core,5050,1730,2025-01-22,3.9
PROD0299,Decathlon Tennis Balls 3-Pack Essential,Sports,Racquet Sports,Decathlon,Value,2650,850,2024-04-14,3.9
PROD0300,Puma Foam Roller Studio,Sports,Recovery,Puma,Value,3650,1830,2024-12-22,4.5
